id,coordenada_longitud,coordenada_latitud,direccion,construccion_fecha,institucion_ruc
68,-106.619033,72.120177,"4777 Cameron Oval
Daniellestad, AL 33511",1997-04-01,75172187032
69,37.767428,27.3288225,"1094 Angela Ferry
North Madisontown, AR 34757",2019-01-03,84337396272
70,18.399371,43.9264295,"1684 Debra Parkways
Smithburgh, VT 04487",1996-06-14,24078532862
71,123.651336,77.7059925,"4423 Smith Spring Apt. 840
Clarkborough, DC 49800",2012-06-05,85120138375
72,-150.912738,4.1046055,"USS Williams
FPO AA 17542",2018-10-07,72003421064
73,77.402378,79.8603165,"9343 Mcdonald Mill Apt. 958
South Michaelview, PA 47153",1998-07-30,53460213150
74,-178.913430,-74.4902185,"789 John Centers Suite 872
North Katelyn, FL 03046",2009-10-17,40229740733
75,39.734160,-85.1717355,"899 Ellen Knoll
Ballburgh, CT 43437",2023-10-24,60056442816
76,-131.191356,-11.304986,"107 Hernandez Port Apt. 192
South Jason, TX 86835",2015-03-16,30410538423
77,41.232409,-6.648250,"0185 Jacqueline Streets
Hollyberg, ID 41318",2011-03-27,98115915794
78,-179.061061,80.675318,"2651 Trujillo Street
Estradaborough, UT 37299",2018-04-18,68020822982
79,116.652722,-23.848525,"5110 Crystal Harbor
Briannafurt, FM 52060",2005-01-10,56070048970
80,-155.658335,-31.526504,"9139 Howard Port Apt. 628
Vanceborough, ID 37461",2004-12-13,56977154316
81,35.434638,-64.2336615,"Unit 8953 Box 9491
DPO AA 04049",2011-08-16,69791839832
82,109.523098,8.672921,"2355 Jackson Passage Suite 007
East Ronaldtown, UT 76072",1996-03-13,33825630404
83,9.756578,58.5068225,"404 Richard Street
Spencerland, CT 50063",1997-07-03,25112469171
84,93.111650,43.1505695,"17041 Nicholas Canyon Suite 069
Rodriguezburgh, HI 98648",2006-01-23,75933042833
85,59.225007,25.321203,"PSC 5905, Box 7176
APO AA 71986",2003-05-24,47299334258
86,46.973336,-12.9566755,"55090 Huffman Plain
Floresmouth, OR 92761",2021-02-20,48355308809
87,145.382525,-13.339407,"567 Tyler Views
Cindyfurt, FL 77392",2000-04-07,86305555999
88,14.817092,39.324914,"6968 Roberts Mount
South Gregoryshire, AZ 89226",2017-11-22,26467282874
89,159.383849,-4.4094175,"61492 Wilson Pike Apt. 390
South Donnaborough, ME 52651",2003-09-11,97158451966
90,-105.861472,32.296824,"30586 Keith Squares
Port Michael, VT 10251",2012-10-13,51505638000
91,39.195255,-31.3114395,"4558 Wolfe Harbors
Taylorland, WA 88587",2005-10-09,23762860868
92,106.242793,32.672610,"302 Cole Mount Suite 881
East Dylanfurt, MA 21918",2022-03-23,28876678969
93,69.381529,82.843649,"07265 Edward Avenue
Morrisside, MS 69775",2008-10-30,21477621499
94,93.053086,27.394399,"6474 Kayla Skyway Suite 670
New Edwinport, WY 60622",2015-04-22,85652387525
95,-97.804567,-68.2155905,"14146 Hannah Pines Apt. 440
Oscarland, LA 67012",2011-03-09,34073316981
96,88.884145,35.0306115,"USNS Reed
FPO AP 25514",2020-01-20,57146021150
97,154.919798,66.161710,"6336 Michael Branch Apt. 938
West Jasonfurt, SD 21514",1996-09-10,75623825183
98,34.326816,68.8874845,"3784 Mendoza Grove
Jenniferchester, AR 59620",2020-06-14,19590979338
99,-24.619715,30.977132,"0488 William Dam Apt. 011
South Norma, MT 56302",2008-01-27,30709543819
100,59.125485,-26.303189,"30266 John Hill
Port Jacobport, CO 99196",2023-05-25,58316383811
101,106.345428,-43.2178255,"63605 Alicia Rapids Suite 118
South Michaelhaven, IN 14589",2000-08-06,98115915794
102,-107.004365,76.204223,"63396 Cody Junctions
Judithburgh, SD 38953",2023-01-27,13733322262
103,122.320458,-44.5572265,"30002 Pierce Passage Suite 260
West Tonyshire, OR 02284",1997-03-24,26331314602
104,-125.884584,81.661520,"031 Matthews Cove Suite 791
Saraview, ND 27124",2003-06-27,20347583419
105,-141.195886,14.449839,"780 Green View Apt. 126
Riddlebury, AK 93045",2019-07-31,26955219030
106,50.987235,79.505906,"Unit 1982 Box 2273
DPO AA 11362",2007-05-18,43496888496
107,-143.016849,-51.0018255,"5724 Jessica Locks Suite 899
Cynthiaside, NC 34967",2000-11-25,86224908335
108,-165.909882,20.831031,"17109 Salas Ferry
West Kaitlinmouth, NC 61892",2013-12-13,25838424385
109,-44.907508,11.7906085,"2202 Matthew Ferry
Williamchester, NY 95923",2023-02-17,51429391325
110,91.103624,80.195188,"0967 Ricky Burg Suite 584
Hugheshaven, NE 19869",2010-06-25,16530715024
111,23.837450,35.3217385,"0125 Kane Brooks Suite 883
Brianberg, IL 38280",2003-07-08,97114338261
112,-79.172387,9.557802,"01411 Anthony Vista Apt. 962
New Debbie, NJ 24281",2013-11-30,94045857422
113,-48.134753,66.8704935,"400 Anne Crossroad Suite 409
Clarkville, WV 51180",2010-11-30,64490362008
114,-143.964035,-34.194426,"9413 Warren Rue Apt. 792
Brendaland, DC 76678",1995-10-01,77257039214
115,169.883776,-23.765107,"67023 Jeanne Isle Suite 349
North Rebecca, AK 96939",2002-03-31,87175697690
116,167.665808,41.7934585,"6391 Taylor Divide
West Jenniferfurt, KY 49614",2013-10-09,24543838800
117,-107.567489,14.4161685,"13250 Mary Vista Apt. 774
New Janetton, ND 32617",2017-10-26,58103675745
118,144.066455,78.698928,"81293 Thomas Port Apt. 430
Cortezburgh, NE 41849",2015-03-31,79912033565
119,-145.658023,26.291702,"2172 Jones Pine Suite 107
Banksstad, CT 93756",2024-01-25,25497946889
120,71.564187,-48.1357395,"4044 Lindsay Crossroad Suite 542
Walkerfort, MT 44562",2023-04-08,80656983312
121,93.598345,-50.365688,"9605 Payne Pike
Annettehaven, FM 98485",2001-09-18,60862255759
122,-154.606337,-66.1555805,"PSC 7875, Box 8811
APO AE 76240",2010-12-14,28425135508
123,-164.467117,-2.524826,"036 Cruz Drive
New Christopher, WI 15840",1994-11-03,83993196393
124,133.947352,-11.2281245,"08766 Brown Curve
North Amanda, WV 86495",2015-12-27,46282633070
125,-143.177794,-39.4821385,"53014 Peter Lodge Suite 315
West Nicolehaven, OK 20449",2012-11-18,16472048886
126,29.102275,49.0633455,"10726 Mason Spur
North Kevin, TX 67065",2019-09-28,83726021955
127,-86.885033,70.8947375,"072 Smith Walks Suite 043
North Brianton, MH 76643",1995-10-09,72916070569
128,28.344855,-58.7053575,"9410 Julia Avenue Apt. 056
Port Robert, ID 37311",2022-05-03,43025200429
129,26.153773,51.527390,"14699 Peggy Haven
Wintersport, GU 85137",2010-08-19,33175062828
130,-137.177901,-75.2347415,"86611 Patrick Junction Apt. 730
West Brianberg, ID 02535",2013-04-21,40008505057
131,114.069058,-9.121989,"735 Freeman Lake
Lake Whitney, OR 46853",2018-01-17,14958682621
132,-110.222400,51.0930825,"2331 White Glens Apt. 266
North Stacey, VT 28625",1995-01-12,21447497135
133,43.791693,-4.180289,"59519 Freeman Green Apt. 496
North Todd, WY 27294",2017-02-08,14266295700
134,134.704163,-63.9705385,"53410 Breanna Garden Suite 736
Zacharyshire, GA 64549",2010-07-28,79162780963
135,-95.934543,-58.981904,"3020 Williams Extension Suite 504
East Nicole, PA 75440",2006-06-02,35510577773
136,-170.268355,-40.9167215,"171 Clark Manors
Arianaberg, NC 81761",2004-02-28,88524822522
137,89.559944,-4.217883,"10739 Mary Parkways Suite 235
Breannaland, SC 84067",1997-04-09,79704562202
138,172.191302,-21.0528235,"910 Cynthia Gateway Apt. 166
Port Lindsey, SD 37657",1998-10-27,43883703660
139,-45.746975,-72.142952,"0426 Christopher Path Apt. 302
Vanceville, MS 11772",1999-03-30,57401503043
140,173.547358,-27.448645,"72126 Melinda Trafficway
East Ashleyfort, NY 48907",2020-04-28,80952327102
141,-75.959573,-62.323280,"102 Christie Highway Apt. 132
Maxwellchester, SD 09511",2022-12-07,26936266093
142,-169.942570,-30.2476255,"221 Amanda Place Apt. 902
North Joshuabury, NC 61143",2023-10-23,51760729045
143,29.508933,-2.8515665,"814 Cheryl Ways
Markfort, FL 66831",2006-05-27,36038179207
144,-28.167289,-65.662109,"7863 Williams Road Suite 029
Port Eric, HI 37354",1994-10-04,46011252717
145,37.051775,67.2137295,"3076 Julia Landing Apt. 006
West Cheryl, OK 73613",2017-10-14,82589736053
146,28.009539,-42.9899545,"26889 Kristina Square Apt. 898
Christinefurt, NJ 39758",1996-02-11,74441971286
147,-148.474362,56.219866,"4365 Ronnie Highway
Douglasville, AK 91331",1998-08-09,34010243740
148,97.963763,-37.746157,"15201 Flores Flats Suite 997
Port Jeannemouth, PR 22983",2016-05-06,51505638000
149,97.687861,40.5327165,"417 Damon Knolls
North Joseph, PR 16061",2006-06-18,84607965996
150,-27.481836,-16.9431295,"803 Molina Dale
Kristenland, VA 15544",2000-11-13,27715615096
151,-33.875833,-25.368438,"12591 Vasquez Hollow
Ericashire, VI 27728",2017-08-15,54797788024
152,73.578456,-70.9210705,"04464 Carlson Stream
East Joshuafort, MP 28338",2014-04-28,72509682810
153,-11.043491,14.509076,"8452 Mario Grove
Michelleberg, IL 68612",2012-08-25,13261706491
154,93.286378,-26.0039235,"884 Joseph Highway
East Krista, UT 48696",2021-10-06,90554420806
155,-81.258503,-86.6228525,"4425 Mackenzie Port
Harpermouth, MI 16104",2001-04-06,32462406443
156,83.165571,-62.069259,"4317 Jessica Land Suite 030
Torresshire, MP 43182",2007-12-01,74647591716
157,93.390279,86.911073,"0350 Matthew Estates
Petersonberg, MA 09627",2017-07-03,78920101259
158,42.102347,-60.5827925,"398 Torres Shoals Suite 698
West Justin, AS 19623",2022-09-13,71313415286
159,-35.827311,16.831219,"PSC 5379, Box 6553
APO AA 86627",1999-01-17,60494965762
160,-19.163875,-14.226367,"55143 Julie Spring Suite 937
Robertoberg, PW 40348",2008-08-14,41555322370
161,141.615448,67.9064055,"22969 Fowler Shores Apt. 478
Bishopbury, VI 32421",2014-07-14,66112238528
162,-37.359637,53.4202635,"042 Robert Village
Port Justinton, MN 13417",2010-05-18,11187306916
163,70.054236,72.340690,"83024 Hicks Course
Port Scottstad, PR 71159",2020-07-03,48489778461
164,161.551150,-53.471739,"07228 Duane Summit
New Williamstad, AR 06123",2014-06-15,73671385397
165,-95.772458,57.4845265,"87312 Steven Inlet
Georgefort, OH 98813",2015-10-06,49959643844
166,-100.155740,-44.498585,"5677 Dawn Corners
New Zacharyville, WY 18252",2022-07-12,47285180465
167,55.681977,14.6590215,"7331 Daniel Green Suite 724
Johnsonborough, IL 70133",2003-07-29,68105326262
168,-87.156808,21.6349865,"59240 Morris Cliffs
Brittanyville, KY 45480",2020-02-26,87560663245
169,13.032261,-29.962073,"3905 Woodard Alley
North Nancyfurt, TX 10343",2018-11-30,64731255782
170,-64.096582,-31.337346,"USS Sawyer
FPO AA 32661",1997-05-27,60059924557
171,165.395928,-69.853525,"15951 Nguyen Road Suite 430
East Wayne, MD 79269",2007-12-03,31508524810
172,-175.603812,-14.241285,"39439 Debbie Islands
Jamesfurt, UT 48024",2005-05-16,29786603759
173,146.956921,-67.2930345,"04099 Michael Extensions
Fostertown, NM 46336",2019-03-23,42563588360
174,-5.612215,27.0211735,"7192 James Green
Frederickbury, RI 16081",2021-04-02,97302828013
175,-12.918878,10.7522215,"882 Crystal Plains Suite 905
North Benjaminmouth, GU 88471",2006-07-05,88679504973
176,172.748728,74.6381425,"64607 Smith Extension
Hunterhaven, TN 53763",2023-09-03,80952327102
177,-27.783330,44.3900665,"59003 Crawford Ranch
South Marymouth, NV 84217",2009-03-28,24007575601
178,24.592364,20.7598515,"69194 Todd Oval
West Jessica, TN 10022",2007-02-19,90605378291
179,21.141864,34.4072385,"77163 Jeffrey Street Suite 797
Jessebury, CO 34135",2009-02-21,96252387519
180,-148.652154,-25.974205,"528 Silva Dale Suite 231
Ericfort, NY 59274",2017-01-25,43496888496
181,160.756178,-20.3280785,"39921 Erin Street
Lake Scottville, AR 36855",1998-12-27,14058326643
182,85.927427,23.3422745,"3645 William Extensions
North Stacy, MS 41823",2011-07-03,70073771948
183,136.106606,-29.605385,"19610 Steven Lodge
North Claytonchester, IN 34335",2009-04-03,31973905555
184,-41.311182,-12.6444225,"30036 Harper Greens
New Thomasborough, GA 26284",2001-11-21,84064071808
185,-128.723177,-6.8352905,"4431 Harris Springs Apt. 296
South Kellyburgh, SD 00899",2017-03-15,54545632683
186,41.435160,23.1188795,"1948 Adam Route Apt. 235
Port Karen, MD 49356",2015-08-10,64942861013
187,-111.635527,-56.504052,"070 Tara Run
Hernandezport, NV 56699",1997-01-16,59771792986
188,0.926783,-24.579858,"9680 Michelle Run
East Ronaldshire, MS 20526",2020-02-20,81113223616
189,157.316100,-81.5837325,"4900 Tate Stravenue
Evansview, RI 78708",1995-02-07,62721639005
190,78.130694,26.037226,"7875 John Camp Apt. 088
Brianshire, WY 44483",1999-01-24,52106839071
191,-112.691475,23.199721,"1228 Lyons Fork Apt. 949
Johnsonton, PA 57702",2000-05-19,75923994243
192,146.363444,-47.825999,"Unit 5707 Box 7504
DPO AE 08899",2022-09-22,98066188954
193,-102.133920,-18.7672955,"1711 Daugherty Forges Suite 793
West Kristopher, PW 79138",2005-03-12,66428443101
194,113.714080,-71.1919635,"1322 Lori Bypass
Lake David, ME 49426",2004-08-26,72803676634
195,-42.879917,-82.5274135,"56119 Jensen Turnpike Apt. 311
Chapmanberg, NM 30557",2002-07-06,72292035555
196,-78.664637,68.345176,"2085 Jennings Shoals
Christophertown, ME 19354",2017-11-22,18865714319
197,-51.573413,51.416220,"77442 Bethany Ridge
Port Elizabeth, NJ 12218",2000-07-01,79911516750
198,33.517095,-59.0734195,"54213 Scott Park
Sarahaven, ME 21852",2009-04-23,61953686289
199,41.700549,86.970535,"023 Parker Meadow Suite 393
West Robertchester, MH 35164",2012-08-27,28552261917
200,60.254804,-32.3676245,"943 Sarah Garden Suite 538
Henryview, UT 58043",2021-02-13,38335448165
201,-141.233287,37.5629375,"7046 David Estates
North Alison, SD 84609",2004-04-15,84129731766
202,106.058792,74.965773,"06527 Hines Canyon
Churchton, WY 19403",2011-05-07,56228028619
203,99.060774,-77.9217465,"85917 Anne Junction Apt. 041
West Joshua, OH 24742",2011-08-05,79162780963
204,72.120713,-16.9673145,"415 Shaw Ridges
New Jordan, RI 86074",2014-05-12,89808618488
205,75.684338,-54.6300005,"PSC 3700, Box 6254
APO AA 19185",1996-08-06,62532769514
206,-159.295735,-65.1139225,"2451 Ayala Hills Suite 388
Port Steven, MN 29158",2011-02-25,28876678969
207,144.117302,24.513128,"263 Baker Burg
Port Valerie, MA 68199",2008-04-25,70273533927
208,-163.463807,24.4808095,"1953 Maria Street
Gordontown, ND 54239",2003-03-18,45769216894
209,99.741047,-61.528558,"2123 Fischer Springs Suite 367
Lake Jeanettetown, AK 06279",2013-03-07,76306407253
210,-99.810021,14.437687,"921 Hall Point Apt. 375
New Mark, WV 59231",2002-12-19,70073771948
211,-61.730647,12.845135,"Unit 7584 Box 4151
DPO AA 52195",2023-09-21,89170658657
212,89.952008,-39.841428,"216 Rodriguez Shoal Apt. 888
North Laura, WY 60577",1997-02-02,79162780963
213,-9.189834,-67.3165355,"07184 Hutchinson Branch Suite 788
Vincentville, WV 06365",2021-06-11,90872795174
214,-36.114436,40.833304,"633 Chris Fork Suite 347
South Dustinmouth, MO 78816",2015-03-26,65418218678
215,56.565010,-19.7684285,"0899 Lisa Islands Apt. 552
Lake Benjaminton, OH 86667",2013-04-15,19205674286
216,171.138270,39.6869485,"PSC 5597, Box 8195
APO AE 36701",2018-11-07,52449503873
217,-146.446893,14.969830,"28723 West Prairie Apt. 067
Michelleburgh, MA 30618",1999-11-05,86939598594
218,179.070514,28.199708,"93198 April Rapids
East Roberttown, CO 96038",2010-07-30,30966527456
219,-113.957112,6.132935,"97455 Paul Glen
Lake Kathy, CA 32499",2005-08-22,22370484344
220,-139.441916,-1.6170855,"2352 Smith Ferry
Cheryltown, CT 94155",2009-08-23,65616795186
221,94.330577,-69.935709,"8728 Veronica Grove
New Victoriaport, OK 44458",1999-12-28,30544382374
222,-151.918614,32.889047,"5724 Lisa Throughway
South Briannafort, WA 82778",2012-09-01,40477925199
223,-24.655674,-84.3079405,"PSC 0600, Box 6801
APO AA 66978",2019-01-19,31004700942
224,-122.045571,-35.960209,"64477 Farley Burg
North Markstad, MD 81760",2000-09-11,45529563643
225,-163.412935,34.2411955,"811 Jaime Brook
Dylanport, IN 30624",2008-07-08,68072702692
226,-162.980752,-30.5675015,"305 Chambers Cape
West William, IN 06739",2019-04-10,24640006832
227,89.437130,32.276930,"215 Bryan Parkway
Lake Courtneymouth, NY 70626",1999-07-11,37166413543
228,125.693222,-49.353623,"7689 Joel Light
Lake Nicholas, DE 78277",2002-12-11,22861261815
229,-174.669474,-60.6472265,"Unit 9092 Box 0665
DPO AE 90565",2019-01-04,28393339669
230,-69.097634,87.4288825,"PSC 2115, Box 8437
APO AA 32382",2011-03-29,14958682621
231,-42.060495,5.786756,"Unit 8811 Box 5243
DPO AP 90505",2011-02-10,97424223066
232,-97.899455,-44.218700,"385 Vicki Radial
Lake Jeffreyville, MT 51225",2005-12-05,89380518841
233,81.810254,65.1737465,"082 Torres Forge
South Wayne, ID 42286",1997-12-11,86939598594
234,-45.538377,-47.6181485,"85430 Mullins Via
Port Maxwellbury, MA 35119",1995-02-01,92822126558
235,-86.961294,-52.734004,"2065 Chelsea Summit
Mejiamouth, SD 65213",2014-08-15,26914472648
236,101.830736,53.8962715,"769 Lane Hill
Tonyaborough, MT 75590",1996-08-29,87159857147
237,77.476286,-66.8901985,"PSC 9623, Box 4139
APO AP 16896",2002-12-11,46423936538
238,72.822176,15.4723065,"67999 Moore Curve
Brandonhaven, AS 00854",2007-07-01,98665769381
239,-137.936453,24.968864,"65249 Lisa Run Apt. 528
North Emilyshire, DC 89091",1996-12-10,14105957625
240,-141.891519,-41.732161,"PSC 6329, Box 0657
APO AE 67383",2024-03-11,19449275281
241,-25.639820,-8.4314175,"78908 Davis Avenue Apt. 440
West Juan, MO 91451",2008-03-22,51856315244
242,96.010484,-30.8475555,"8284 Rodney Center Apt. 636
Angelastad, KS 69344",1997-05-30,59372634320
243,-80.760129,8.850610,"093 Jones Run
South George, MP 90119",2023-10-25,94486050573
244,-6.760203,39.4168935,"58287 Edwin Square
New Ryanville, SD 67715",2007-10-04,51030854226
245,98.422083,44.8740195,"729 Nicholas Drives Apt. 122
Fosterchester, AL 59656",2021-08-20,98073680174
246,12.203494,-48.7628525,"378 Brooke Lodge
Kingland, DC 24464",2019-12-09,85120138375
247,94.165684,-63.8063315,"297 Jones Alley
East Christine, NH 98007",1996-02-01,13261706491
248,85.067815,-39.7156985,"65649 Sarah Extension
New Sharonchester, NV 79198",2011-09-27,65856064617
249,50.220387,-20.4936585,"06966 Joseph Road Apt. 350
North Hannah, VT 08695",2006-08-06,68190287182
250,135.765818,9.479202,"69835 Wells Manors
South Edward, WA 38526",2019-09-09,96875757634
251,5.603795,16.0564425,"25487 Robert Inlet
North Jeremy, TX 74619",2019-04-20,35876358188
252,176.357874,82.875421,"71273 Dixon Fords Apt. 890
Lisatown, IL 14254",2004-02-14,71839574058
253,-119.239862,17.382047,"12658 Michelle Roads Suite 397
North Timothy, VT 34090",2002-10-03,88679504973
254,69.342320,28.1096115,"785 Virginia Mews
Lake Maria, VI 32734",2024-06-20,70355239908
255,131.319058,-16.0969975,"4810 Wheeler Mills Apt. 996
Alexanderland, AK 35125",2021-06-15,14958682621
256,140.899252,36.3599675,"7392 Mejia Cliff
Gonzaleshaven, MI 12422",2018-08-23,69338879104
257,150.549586,-6.934305,"708 Michelle Drives
West Mary, TN 28061",2005-09-02,75623825183
258,-97.533513,60.5471325,"3801 Walker Mills Suite 985
Port Lori, DE 62263",2011-12-22,33547315674
259,-156.796366,-22.251738,"287 Tina Glen Suite 205
East Christophermouth, LA 77382",1996-05-07,73671385397
260,-30.432283,29.8625245,"816 Hopkins Port Suite 787
West Kimberlyfurt, NV 16047",2021-08-16,29133827549
261,-68.044569,77.608751,"7062 Scott Stravenue Suite 387
Davisland, SC 00663",2023-09-29,66028337779
262,-85.859065,-42.768853,"370 Brianna Streets
Aliciaville, WY 60078",2001-10-01,40309748069
263,-108.435472,-54.801701,"700 Erik Locks Suite 661
North Gail, SC 32209",2010-02-02,63785716567
264,-153.610733,63.392839,"Unit 8699 Box 0032
DPO AE 04620",2000-10-10,80249556771
265,-47.968551,-39.028808,"0720 Jodi Road
Warnershire, IA 12792",2016-07-15,36313030863
266,-93.515835,51.506395,"Unit 4959 Box 2758
DPO AE 38717",2022-05-20,40774480957
267,-49.995752,-38.608364,"380 Thompson Points
Lake Kevinmouth, PW 97079",2014-09-12,18894341417
