aforo,nombre_seccion,grado_id,sede_id
17,LightCoral,2,564
16,YellowGreen,6,1791
28,MediumAquaMarine,1,110
23,MediumSpringGreen,4,15
30,Plum,0,366
17,LightSalmon,3,816
14,DarkOrchid,10,974
13,MediumSpringGreen,5,1268
32,ForestGreen,2,278
5,DimGray,4,561
35,MediumAquaMarine,8,1611
8,PowderBlue,4,1866
33,DarkMagenta,6,121
37,Yellow,10,1872
39,Coral,2,97
6,Orchid,8,168
29,DarkTurquoise,1,1045
20,OliveDrab,6,1517
39,Salmon,10,1636
17,Maroon,6,744
23,Chartreuse,8,729
28,LightYellow,3,1895
11,PaleGreen,4,1747
21,SpringGreen,4,372
23,SpringGreen,1,264
25,Purple,7,1979
36,MediumSlateBlue,4,1613
21,DarkRed,5,201
28,Teal,1,266
33,Purple,3,1345
38,Indigo,7,1823
33,LavenderBlush,5,153
16,AliceBlue,6,1917
39,Lavender,3,1008
37,Purple,1,594
34,Blue,9,1122
6,DarkKhaki,0,1285
11,Turquoise,9,1134
28,Green,0,1391
7,Khaki,5,435
6,Olive,8,762
5,LightGoldenRodYellow,8,714
20,Brown,9,1425
20,Maroon,10,1772
11,BlueViolet,9,1645
35,OrangeRed,6,273
15,MediumBlue,8,309
38,Thistle,1,937
29,NavajoWhite,6,1179
6,CadetBlue,6,700
6,MediumTurquoise,10,1909
10,Beige,9,272
31,Pink,8,1970
30,DarkGreen,4,1423
12,Cyan,8,553
14,LightYellow,5,755
40,DarkCyan,7,1809
39,LightSteelBlue,3,335
26,LightYellow,2,1334
31,DarkBlue,6,1925
21,MistyRose,2,1393
7,Wheat,0,1655
25,DarkViolet,0,1137
24,MediumPurple,0,519
36,LightSkyBlue,7,286
33,LightSkyBlue,8,223
12,Bisque,7,273
17,Maroon,6,858
26,LightSteelBlue,4,504
6,Sienna,6,375
34,MediumSeaGreen,8,1147
40,DarkBlue,5,268
19,Turquoise,7,111
14,BlanchedAlmond,7,1777
31,Sienna,7,1040
37,Snow,0,940
35,Indigo,2,320
38,LightSteelBlue,0,1117
20,Beige,2,1797
28,DarkSlateBlue,6,678
32,DarkOrange,6,588
28,Lavender,5,33
23,MediumAquaMarine,1,353
25,Red,0,242
9,Cornsilk,7,1903
27,BurlyWood,2,1574
36,SlateBlue,0,603
33,Azure,7,1094
32,LemonChiffon,4,401
20,LightSkyBlue,0,1441
25,Plum,10,1578
18,Blue,8,1726
33,DarkBlue,5,1088
17,DimGray,7,1674
25,LightYellow,8,1273
35,Lavender,5,642
37,DarkOrchid,3,1193
30,PaleGoldenRod,10,232
10,Wheat,7,1035
16,Gainsboro,9,939
29,DarkOrchid,3,771
37,Indigo,5,711
40,Navy,3,1760
28,White,3,939
15,GoldenRod,7,1161
20,Lime,7,1214
28,SaddleBrown,6,1827
17,MistyRose,6,44
39,Brown,0,1491
15,Ivory,1,1323
40,LightPink,2,1477
36,LightCyan,9,258
7,DarkSalmon,7,1865
30,White,6,99
20,SkyBlue,7,196
32,AntiqueWhite,6,931
40,DarkKhaki,10,1100
15,DarkTurquoise,2,1219
34,PeachPuff,2,1993
5,PapayaWhip,10,1672
34,ForestGreen,8,1779
27,DimGray,3,1718
20,Blue,2,1010
31,BlueViolet,4,1096
32,DarkOliveGreen,8,375
29,Ivory,6,1309
31,DarkRed,10,262
14,SeaShell,10,1896
38,Moccasin,2,45
25,CornflowerBlue,5,1406
12,Yellow,4,339
13,Cornsilk,8,1780
22,IndianRed,2,1251
12,Thistle,10,151
26,Bisque,9,1879
24,DarkGreen,10,295
25,LightYellow,4,1396
17,MediumSeaGreen,2,870
26,MidnightBlue,3,1603
29,Snow,9,418
40,Bisque,10,878
29,DarkSalmon,0,587
22,DeepPink,2,552
37,OldLace,6,415
5,Cornsilk,2,980
33,AliceBlue,7,896
11,Salmon,9,1608
36,Snow,5,265
17,MediumTurquoise,6,273
25,Brown,2,972
19,LightBlue,0,857
26,DimGray,6,1555
8,RosyBrown,8,1826
26,Lime,7,1373
10,GhostWhite,4,379
37,SlateBlue,10,199
30,AntiqueWhite,4,863
31,Chartreuse,4,976
35,SaddleBrown,3,1150
28,YellowGreen,10,309
15,MediumSlateBlue,9,1396
27,DarkTurquoise,7,1529
16,SlateGray,4,823
6,Gainsboro,3,911
12,Yellow,7,1198
11,PapayaWhip,10,341
34,DarkSalmon,7,1281
19,Olive,3,28
9,Azure,4,290
13,DarkOrange,3,867
30,Olive,4,1203
31,LightCoral,0,638
17,Thistle,6,838
23,Aqua,7,1600
33,SandyBrown,5,1970
22,MintCream,6,1101
7,Violet,4,1131
22,LightYellow,4,1891
13,DarkTurquoise,8,960
16,Teal,4,380
9,DarkSlateGray,4,1577
34,AntiqueWhite,10,544
39,GoldenRod,7,1275
26,Coral,7,1559
15,Fuchsia,9,601
40,Lavender,3,501
33,RosyBrown,9,1122
34,GreenYellow,7,59
7,DarkOrchid,2,469
11,HoneyDew,4,603
40,PeachPuff,10,576
33,Black,10,504
18,RosyBrown,6,1065
9,SaddleBrown,3,1788
6,Maroon,6,1256
38,LightSlateGray,3,909
16,LightCoral,1,208
8,Navy,2,1585
34,DarkBlue,10,575
7,Linen,1,1160
6,LightGreen,10,566
29,AliceBlue,10,1341
5,DarkSlateGray,5,632
32,Chocolate,4,1645
6,Silver,5,1590
36,OliveDrab,5,1128
36,Orchid,5,323
35,DodgerBlue,0,780
27,DarkOrchid,0,1458
38,Blue,3,1679
40,RosyBrown,8,797
25,PaleGoldenRod,5,289
29,NavajoWhite,6,1814
9,LightSlateGray,8,1415
23,DarkTurquoise,5,20
13,LightSlateGray,0,1380
16,Orange,5,1212
27,DodgerBlue,8,1605
38,DarkOrange,4,553
17,OldLace,1,741
17,GhostWhite,10,203
25,DarkGray,10,75
8,LightGoldenRodYellow,5,167
19,Azure,5,847
25,LightSteelBlue,4,85
40,Peru,10,1923
18,PaleGoldenRod,6,1379
37,LightSeaGreen,8,552
8,DarkOrange,9,1562
39,Khaki,7,394
36,HotPink,5,61
40,GhostWhite,6,1260
40,Aqua,9,1414
13,LemonChiffon,5,157
7,SlateGray,1,985
17,IndianRed,3,624
28,DarkOrchid,5,584
40,DarkOliveGreen,0,1837
31,DarkMagenta,10,373
6,PeachPuff,3,1236
37,MediumSeaGreen,7,1655
27,Aquamarine,8,177
19,IndianRed,5,1403
15,DarkTurquoise,2,1248
40,IndianRed,8,1480
37,MidnightBlue,4,1022
23,DarkSalmon,1,1751
7,LightGoldenRodYellow,4,804
11,PeachPuff,9,394
13,Black,6,1049
15,Moccasin,5,1285
40,Lime,7,1386
32,MistyRose,7,1239
33,DarkOrange,3,1895
33,PeachPuff,1,206
35,HotPink,10,1038
17,MistyRose,5,1286
34,DeepPink,10,1541
23,MediumPurple,8,1468
17,AliceBlue,0,1693
7,SeaShell,7,1187
25,MediumSlateBlue,7,293
39,PaleVioletRed,3,940
22,Gray,10,400
31,Sienna,0,1226
36,AntiqueWhite,5,248
37,White,8,580
14,MediumTurquoise,6,1524
14,MediumPurple,4,1452
8,Salmon,0,1177
7,Lime,3,1453
25,PaleVioletRed,1,561
22,SeaShell,3,595
38,HoneyDew,1,485
33,LightGray,3,1699
22,Aquamarine,9,145
38,Gray,6,385
11,Yellow,2,879
23,DodgerBlue,8,453
32,Peru,7,1975
11,NavajoWhite,0,1567
29,LightPink,6,1419
35,Khaki,6,1193
24,MediumBlue,7,1978
31,Red,2,994
23,Gold,6,437
29,ForestGreen,0,523
27,DarkSlateBlue,9,1497
7,Peru,9,1383
9,MediumTurquoise,4,1243
26,Cornsilk,3,175
34,Chartreuse,0,288
13,PaleTurquoise,7,920
19,DodgerBlue,9,1227
31,Beige,1,1349
30,Thistle,10,643
35,Beige,7,182
39,PaleVioletRed,4,1679
21,SeaShell,6,559
11,HoneyDew,7,1581
37,MediumBlue,5,246
11,Peru,2,143
31,LightGreen,4,694
13,LightGreen,2,515
5,YellowGreen,3,1602
19,Teal,4,739
20,MediumSeaGreen,3,1967
7,LightSlateGray,10,670
14,PeachPuff,0,904
13,OrangeRed,1,1918
38,LightGoldenRodYellow,7,120
13,DodgerBlue,0,987
29,HotPink,6,1184
17,Purple,6,1249
31,Orchid,10,1443
16,DarkGreen,9,1001
20,Purple,5,985
39,Turquoise,7,1552
40,Aqua,3,1444
9,Lavender,7,366
10,LightGray,5,839
25,Aqua,0,1728
36,DeepPink,0,252
29,DarkOrange,6,1256
13,SlateBlue,9,1441
34,LightCyan,9,664
8,CadetBlue,4,1344
7,MediumTurquoise,0,1678
22,Magenta,10,246
20,DarkRed,7,558
33,Snow,2,575
38,AntiqueWhite,0,834
30,MediumBlue,4,798
40,LemonChiffon,10,1022
24,LightCyan,2,188
18,PaleGoldenRod,7,614
22,MediumAquaMarine,3,817
35,Maroon,7,666
24,DarkRed,10,916
27,DarkMagenta,0,178
32,AntiqueWhite,2,123
18,Lime,3,1809
37,DarkViolet,1,799
32,Orange,7,1554
34,BurlyWood,9,156
36,MediumTurquoise,5,520
13,LightSeaGreen,0,928
19,Khaki,3,59
31,LightSteelBlue,6,1196
16,BurlyWood,3,585
6,Bisque,4,480
26,Azure,2,1546
15,Thistle,1,1217
15,Salmon,7,62
35,GhostWhite,8,1702
16,DarkSeaGreen,7,404
39,OldLace,4,1777
39,Purple,0,293
13,DarkRed,7,1141
8,BlueViolet,7,1727
24,Cornsilk,1,885
33,Purple,10,35
29,OrangeRed,10,808
12,SlateGray,8,1715
21,WhiteSmoke,1,1383
25,SeaShell,3,1463
23,Purple,9,1803
10,LightGreen,2,1704
20,LightBlue,9,1100
12,ForestGreen,2,764
17,Sienna,9,957
21,DarkSeaGreen,10,1345
16,PaleTurquoise,2,311
6,PaleGreen,2,207
40,GhostWhite,7,351
39,GhostWhite,6,1550
30,Ivory,9,1511
37,LightSeaGreen,7,1450
38,Cyan,8,1686
15,Bisque,9,1865
5,SpringGreen,6,1308
8,LightSeaGreen,0,1488
37,YellowGreen,8,240
10,MediumAquaMarine,2,973
24,LightGreen,9,373
29,MistyRose,9,1987
28,CornflowerBlue,8,822
27,Blue,6,462
31,DarkMagenta,2,370
11,OldLace,10,1547
13,DarkSalmon,3,1964
25,Yellow,10,1969
6,DarkGreen,0,483
8,Sienna,7,1304
19,Lime,7,1905
17,SaddleBrown,0,730
38,DarkOrchid,1,1077
39,BurlyWood,6,246
40,LightSkyBlue,8,1063
16,LightBlue,8,506
8,LimeGreen,4,1409
14,BurlyWood,9,764
10,LawnGreen,1,853
21,LightCyan,4,898
7,CadetBlue,1,1852
12,IndianRed,10,71
13,LavenderBlush,6,520
16,Crimson,0,1595
14,SpringGreen,7,779
21,Gold,1,1417
14,Purple,7,1066
9,Linen,7,1202
32,Lime,1,1042
5,DeepPink,10,1018
24,Lime,1,1997
21,MediumOrchid,3,981
18,Tan,8,1073
8,DarkSalmon,3,1051
23,Tan,5,148
6,MediumTurquoise,10,148
27,Snow,10,1702
22,SeaShell,4,946
21,SaddleBrown,0,1726
7,SandyBrown,1,658
37,RosyBrown,2,825
39,DarkSlateBlue,8,1616
14,SandyBrown,6,230
26,Pink,3,1185
9,Bisque,0,1512
10,AliceBlue,2,1643
28,Turquoise,3,1101
