aforo,nombre_seccion,grado_id,sede_id
49,Violet,8,6
31,Maroon,0,14
47,MediumSlateBlue,9,238
33,Beige,7,377
32,Gray,4,305
37,LightBlue,7,272
50,DarkSalmon,10,18
43,DarkGoldenRod,5,384
35,HotPink,6,338
45,Teal,1,286
43,DarkCyan,0,133
39,OliveDrab,1,48
47,MidnightBlue,4,131
41,LightYellow,4,50
40,DarkSalmon,1,261
50,RosyBrown,0,359
44,Thistle,1,177
43,SaddleBrown,9,99
45,FireBrick,1,355
42,LemonChiffon,3,75
42,DeepSkyBlue,9,282
47,Cyan,6,208
47,LightSkyBlue,0,105
33,MediumTurquoise,6,150
34,Chartreuse,3,238
31,Purple,1,212
40,SeaShell,8,131
36,Ivory,2,356
38,Silver,9,249
35,Wheat,6,315
30,HotPink,3,272
35,IndianRed,8,258
32,CadetBlue,8,287
45,DarkMagenta,2,176
36,PaleGreen,3,382
36,Thistle,5,157
50,LightSlateGray,8,359
43,DarkViolet,9,155
31,DarkSlateBlue,2,186
43,LightSeaGreen,7,299
46,LightSeaGreen,7,204
48,Olive,0,385
50,Black,7,255
34,Salmon,9,219
33,Wheat,9,257
41,PaleGoldenRod,8,204
45,GoldenRod,4,258
39,SkyBlue,9,205
31,CornflowerBlue,9,387
45,Aqua,10,395
41,LightPink,6,347
35,GoldenRod,8,349
32,Maroon,4,95
30,DarkViolet,9,392
43,Bisque,7,93
50,BurlyWood,7,160
40,PaleVioletRed,4,9
42,DarkGreen,10,186
34,SlateBlue,5,0
45,MidnightBlue,0,99
46,Gainsboro,5,298
30,Plum,9,328
43,Aquamarine,4,87
38,Fuchsia,5,382
48,MediumTurquoise,3,125
33,Indigo,3,177
50,Linen,5,92
38,DarkGoldenRod,5,307
40,LightSalmon,7,387
30,IndianRed,9,271
30,Navy,9,374
37,LightCoral,1,56
32,MistyRose,7,9
46,PaleVioletRed,3,69
40,MistyRose,5,146
41,CadetBlue,10,99
35,Olive,8,261
42,Wheat,9,197
34,DarkGreen,3,126
38,OrangeRed,5,220
32,MediumSlateBlue,8,161
44,CadetBlue,0,190
38,IndianRed,4,23
41,DarkCyan,8,346
45,LemonChiffon,0,399
35,Blue,6,365
36,Khaki,8,193
32,Olive,10,313
30,SkyBlue,8,341
33,MidnightBlue,10,102
49,DarkSeaGreen,0,270
40,MediumSpringGreen,8,259
41,DarkGoldenRod,5,382
36,Thistle,5,384
50,Aqua,9,200
36,SkyBlue,1,75
48,MediumPurple,4,389
39,Plum,2,296
30,Crimson,6,343
50,Cornsilk,9,5
44,OrangeRed,0,234
34,Wheat,0,384
36,LightSeaGreen,6,284
48,DarkTurquoise,1,160
35,Indigo,4,348
37,YellowGreen,2,286
39,Bisque,8,64
46,PeachPuff,8,228
35,PaleVioletRed,9,47
39,Black,10,75
47,Ivory,1,316
49,DeepSkyBlue,1,27
41,LightSteelBlue,5,333
41,Silver,4,165
41,DimGray,2,63
32,White,2,23
45,White,0,100
36,Gray,0,189
49,OldLace,8,211
48,SlateBlue,6,56
35,MediumAquaMarine,10,328
33,DarkGreen,0,372
35,Tomato,6,38
39,Lime,2,278
50,Thistle,6,36
46,Thistle,10,266
33,DarkTurquoise,4,276
40,BurlyWood,10,70
40,OrangeRed,3,75
31,Olive,8,163
30,Teal,10,64
43,Wheat,3,253
46,GreenYellow,3,177
43,Tan,5,304
47,MidnightBlue,1,166
40,AntiqueWhite,9,174
50,White,1,281
44,MistyRose,0,67
45,Olive,0,352
41,LightBlue,4,362
31,GreenYellow,4,268
47,Ivory,8,95
36,AntiqueWhite,9,387
41,Orange,2,70
40,WhiteSmoke,0,18
42,DarkRed,1,19
40,Gold,7,299
49,Bisque,7,156
44,LightSalmon,4,332
34,SkyBlue,9,142
35,PaleVioletRed,8,325
49,Aqua,10,75
42,Plum,0,340
42,PowderBlue,4,204
33,LightGoldenRodYellow,7,398
37,Gray,2,355
41,Gold,2,247
43,Yellow,8,64
39,Teal,1,58
34,SeaGreen,1,31
49,LightGreen,5,7
32,Ivory,2,186
50,Aquamarine,10,12
34,PaleGoldenRod,9,94
32,Cornsilk,10,327
44,Thistle,7,302
30,Chartreuse,9,45
36,DarkOrchid,9,248
38,LightSteelBlue,6,67
32,Tomato,4,225
40,DarkTurquoise,3,145
42,LightSeaGreen,5,29
32,DarkMagenta,5,321
39,SandyBrown,2,263
48,Chartreuse,8,383
42,MediumVioletRed,5,339
37,LightSlateGray,8,61
35,SpringGreen,7,164
43,Yellow,8,329
34,MediumSpringGreen,2,40
48,DarkRed,10,251
33,RoyalBlue,9,140
39,DarkGoldenRod,5,187
37,HoneyDew,1,48
43,Tomato,8,309
32,SlateGray,1,153
40,Maroon,0,142
35,Red,9,89
38,DarkSeaGreen,5,309
44,SlateGray,3,171
35,HotPink,8,160
42,GoldenRod,3,99
31,PaleGoldenRod,3,387
33,Indigo,4,345
32,DarkGray,10,212
46,White,1,196
40,Silver,4,344
33,Aqua,4,210
39,LightBlue,1,10
47,Snow,8,250
36,WhiteSmoke,5,319
31,GhostWhite,7,12
40,BurlyWood,1,216
48,SandyBrown,6,151
48,DarkKhaki,8,13
39,PaleGoldenRod,9,191
40,LavenderBlush,3,6
42,Navy,2,177
37,DarkCyan,2,157
34,Turquoise,6,391
47,Magenta,2,340
50,LightSalmon,0,6
46,DarkGoldenRod,5,16
48,PaleTurquoise,10,296
46,Salmon,10,137
45,WhiteSmoke,3,139
33,SeaShell,1,223
43,PeachPuff,6,395
47,DarkCyan,5,74
47,IndianRed,0,120
30,GhostWhite,6,209
41,PaleTurquoise,3,120
40,DeepSkyBlue,6,327
37,ForestGreen,8,286
31,DarkRed,9,393
35,SeaGreen,3,3
31,Magenta,9,365
49,Tomato,4,122
37,PaleTurquoise,7,114
33,SandyBrown,5,64
48,Gray,9,265
33,Moccasin,4,128
48,Silver,5,179
35,Brown,3,208
37,DimGray,7,206
33,YellowGreen,5,105
46,DeepSkyBlue,6,361
41,LightCoral,2,198
42,DeepSkyBlue,5,189
33,SaddleBrown,1,207
39,SteelBlue,7,345
39,BlueViolet,3,111
47,Pink,1,91
32,FireBrick,8,319
36,DarkMagenta,4,258
45,PeachPuff,3,135
36,Magenta,6,101
38,Green,2,124
41,MediumAquaMarine,0,323
43,Lime,6,379
46,Aqua,5,117
50,MidnightBlue,3,383
37,MediumPurple,3,377
42,Chartreuse,0,191
38,Maroon,3,175
45,Magenta,0,323
46,MediumSlateBlue,9,227
37,DeepSkyBlue,8,259
39,Orange,6,232
31,Yellow,4,298
33,MintCream,1,231
47,Navy,7,8
45,DarkSlateGray,1,249
47,LightSkyBlue,8,176
46,DarkTurquoise,9,251
50,LightSalmon,5,320
30,Linen,7,41
32,White,0,118
30,CornflowerBlue,5,292
49,Yellow,4,150
48,Snow,1,121
37,RoyalBlue,5,84
45,LimeGreen,2,284
36,HotPink,1,247
46,LightCoral,4,387
49,Snow,10,138
34,Plum,8,344
47,MediumAquaMarine,4,37
43,Sienna,3,384
44,LightSlateGray,2,365
32,LimeGreen,9,240
48,PaleGreen,5,390
45,Crimson,2,232
33,DarkGoldenRod,7,196
34,Khaki,3,132
39,LawnGreen,6,193
34,Coral,0,40
42,Aqua,8,268
40,MidnightBlue,2,328
43,Khaki,10,63
44,LemonChiffon,8,253
49,MediumSlateBlue,10,88
37,OrangeRed,2,137
48,Black,7,69
48,LightCyan,0,379
50,DeepPink,2,254
43,Magenta,1,324
50,LimeGreen,0,151
37,Snow,8,91
50,IndianRed,6,19
40,Wheat,3,361
37,White,9,124
40,Chartreuse,6,32
33,Violet,3,387
40,DarkBlue,6,73
34,Pink,10,155
41,SpringGreen,0,280
37,MintCream,10,392
48,DarkBlue,3,65
44,LightYellow,3,251
45,BlanchedAlmond,6,240
38,DarkTurquoise,9,210
43,HoneyDew,4,77
31,LightGray,10,374
39,SaddleBrown,0,305
47,PeachPuff,5,137
41,MediumSlateBlue,5,317
42,SlateGray,8,263
48,PaleGoldenRod,10,123
33,Indigo,3,321
32,DarkViolet,1,6
33,LightGoldenRodYellow,9,327
42,Violet,4,112
32,PeachPuff,8,323
38,OliveDrab,1,198
35,LightGoldenRodYellow,4,139
47,Gold,5,129
34,Moccasin,5,146
35,Violet,1,160
36,Fuchsia,0,349
47,SeaGreen,2,234
43,MediumVioletRed,3,53
36,Tomato,8,172
44,BurlyWood,5,355
40,Tomato,1,338
40,SlateGray,8,84
37,LightSkyBlue,0,61
47,LavenderBlush,4,9
45,SkyBlue,7,244
46,Beige,5,337
48,SeaGreen,10,222
32,Salmon,10,46
39,Blue,8,16
39,MediumPurple,1,193
30,White,3,349
39,Moccasin,1,308
37,DarkOrange,8,113
40,MediumSlateBlue,2,171
47,Tomato,6,255
31,MediumSeaGreen,3,162
37,LightBlue,8,374
41,Peru,9,315
30,LightGoldenRodYellow,4,187
31,DarkTurquoise,9,169
39,PowderBlue,0,64
48,Blue,4,47
46,OldLace,4,269
30,CornflowerBlue,0,295
41,Orange,5,134
39,Aquamarine,6,246
37,Gray,2,319
33,Olive,9,113
50,SandyBrown,8,166
33,CornflowerBlue,5,236
37,CornflowerBlue,5,288
36,Wheat,8,95
33,AliceBlue,9,27
48,DarkSlateGray,4,365
42,MediumPurple,10,77
30,FloralWhite,9,274
44,LightSalmon,1,2
32,LightCoral,3,240
46,Chartreuse,5,132
30,Thistle,4,44
36,Teal,9,247
45,BlueViolet,5,128
42,CornflowerBlue,2,311
35,RoyalBlue,4,329
30,Gainsboro,8,200
39,Maroon,1,174
40,HotPink,4,19
39,OliveDrab,4,332
44,PapayaWhip,6,212
47,CornflowerBlue,3,304
31,LightCoral,3,176
41,ForestGreen,9,47
32,Olive,4,60
34,FloralWhite,7,310
36,MintCream,5,331
36,Pink,8,127
43,Aqua,2,273
33,Beige,7,223
48,LightBlue,10,160
41,LightSlateGray,10,63
32,Purple,1,323
34,MediumVioletRed,9,167
46,Gray,5,159
32,MediumSlateBlue,3,244
30,HotPink,8,225
38,DeepSkyBlue,2,298
32,Bisque,7,173
30,Blue,3,89
43,White,6,41
33,OrangeRed,5,391
35,Ivory,3,253
37,Aqua,6,31
34,LightGreen,4,273
44,Black,5,314
46,Snow,2,72
39,LavenderBlush,2,326
36,LightPink,10,41
32,Red,7,246
33,Lime,4,254
31,LightPink,6,15
38,DarkViolet,2,297
35,Aquamarine,10,208
40,DarkGray,1,227
40,HoneyDew,7,49
35,Olive,7,347
32,Plum,5,191
45,Cornsilk,9,205
36,HotPink,5,308
43,LightCyan,6,6
43,DeepPink,4,367
41,DarkOrchid,4,31
47,RoyalBlue,1,141
48,Aqua,9,303
44,Wheat,10,339
42,Crimson,7,40
41,Sienna,8,96
30,Thistle,2,105
33,PowderBlue,0,0
44,BlueViolet,8,377
39,Lime,10,232
41,MistyRose,4,93
46,DarkMagenta,4,178
49,FireBrick,4,334
41,LightYellow,7,186
40,Black,0,157
48,Tan,10,292
37,Fuchsia,0,319
40,Cornsilk,3,143
48,Plum,9,45
39,LightCoral,6,122
46,SeaShell,5,215
34,Yellow,8,285
37,Gold,6,158
32,CadetBlue,4,379
36,Yellow,3,160
42,Yellow,4,209
30,SlateBlue,2,381
34,DarkCyan,4,40
47,Moccasin,3,19
30,DarkSlateGray,2,305
36,Black,4,184
47,DarkSlateBlue,7,124
42,Blue,7,78
41,SandyBrown,4,50
47,DarkOliveGreen,2,89
39,Cyan,4,309
50,Wheat,3,65
42,Pink,10,58
35,LightBlue,7,24
47,GoldenRod,9,335
32,Bisque,10,381
39,SandyBrown,9,248
39,SeaShell,8,74
33,SaddleBrown,6,307
32,LightSalmon,4,91
34,Sienna,4,75
44,Chocolate,9,102
37,Gainsboro,0,270
45,BlanchedAlmond,0,75
48,DarkSalmon,4,205
48,Brown,10,158
42,LightPink,7,356
41,LightSlateGray,5,236
31,LightSeaGreen,5,214
32,Wheat,5,334
49,MediumAquaMarine,5,347
42,Fuchsia,10,325
50,PapayaWhip,9,134
44,OldLace,10,295
39,Beige,9,296
35,PeachPuff,0,307
38,SpringGreen,7,170
40,LightSalmon,2,74
50,LemonChiffon,1,80
43,White,2,266
49,MediumSpringGreen,2,331
32,DimGray,0,62
38,Purple,5,222
41,GhostWhite,5,341
30,Ivory,4,14
30,DarkSlateBlue,9,387
47,White,4,293
31,Indigo,0,330
44,Lime,3,150
45,SpringGreen,3,202
47,RosyBrown,9,371
30,Coral,8,246
40,Black,6,350
34,WhiteSmoke,1,29
40,MediumTurquoise,6,280
32,RoyalBlue,6,306
50,MediumOrchid,4,122
35,ForestGreen,4,161
40,Purple,5,285
33,Magenta,2,154
44,SandyBrown,8,344
41,PowderBlue,4,136
45,Chocolate,6,324
37,AliceBlue,7,124
48,LightSteelBlue,3,111
50,LightSalmon,1,156
43,Peru,1,296
43,CornflowerBlue,1,143
47,PapayaWhip,8,274
39,LemonChiffon,9,320
49,SlateBlue,7,269
30,SteelBlue,9,39
42,DeepSkyBlue,0,367
33,RosyBrown,6,96
33,LightCyan,7,206
45,Silver,2,239
48,Ivory,10,21
45,Aquamarine,8,205
32,DarkGreen,2,194
38,MediumSlateBlue,5,83
30,SaddleBrown,4,354
39,DarkOrchid,5,343
47,LightPink,6,109
38,Lavender,2,56
42,DarkKhaki,4,72
40,SlateGray,3,170
45,HotPink,6,378
34,DarkGoldenRod,1,26
38,DarkTurquoise,8,96
47,Olive,5,151
48,Lime,3,67
50,MediumBlue,0,2
41,LightBlue,7,52
38,RosyBrown,1,95
49,SpringGreen,7,109
46,CornflowerBlue,1,346
36,Chartreuse,3,9
42,Thistle,7,327
32,LightCyan,10,266
47,Orange,2,365
41,Tomato,7,314
42,Snow,1,134
45,SeaShell,9,326
49,WhiteSmoke,5,37
36,Navy,8,286
36,Green,0,67
44,OldLace,8,35
31,Maroon,8,136
33,Lime,2,360
37,OrangeRed,3,302
41,DarkSlateGray,0,367
39,MediumSlateBlue,6,288
38,YellowGreen,2,244
45,DarkOliveGreen,9,193
39,SpringGreen,6,294
43,Thistle,6,196
30,MediumSpringGreen,6,394
34,MidnightBlue,4,58
43,Black,0,98
46,ForestGreen,3,317
41,RosyBrown,8,276
35,Coral,10,257
44,OrangeRed,10,63
35,IndianRed,6,249
34,DarkSalmon,8,154
31,Thistle,7,236
35,DarkOliveGreen,8,30
40,MediumVioletRed,0,83
41,Moccasin,9,320
32,LightYellow,4,128
30,Coral,9,239
40,Orchid,3,184
45,IndianRed,10,179
35,White,10,163
36,Coral,6,154
43,Olive,2,336
48,LightCoral,10,283
43,Linen,7,65
38,DarkSeaGreen,5,308
39,CadetBlue,6,273
41,Cornsilk,6,32
47,LightGoldenRodYellow,9,66
49,DarkGoldenRod,8,223
47,DeepSkyBlue,9,286
45,Linen,2,236
48,Orange,1,26
39,BlanchedAlmond,6,187
46,SlateBlue,3,83
33,LavenderBlush,9,271
45,PaleVioletRed,2,306
31,PaleTurquoise,3,110
40,LightGray,0,267
30,SlateBlue,10,264
39,DeepPink,9,215
31,DarkGreen,10,42
50,Coral,7,334
45,MintCream,6,38
33,NavajoWhite,3,115
49,PaleGreen,5,68
35,DeepPink,6,12
36,DarkViolet,1,214
43,DarkSlateGray,6,71
50,Aquamarine,8,275
38,DarkGreen,1,163
35,Navy,9,140
30,GhostWhite,7,28
40,MediumSpringGreen,7,351
46,Aquamarine,0,36
39,Turquoise,10,91
42,BlanchedAlmond,1,15
41,Azure,3,263
45,Coral,0,15
48,DimGray,6,325
42,PaleGoldenRod,6,72
44,DimGray,3,360
42,DarkRed,5,318
50,Teal,0,23
40,LightYellow,1,281
32,MediumSpringGreen,10,18
31,Ivory,7,26
38,MidnightBlue,7,116
46,Gray,0,61
43,SeaGreen,3,270
39,LightCyan,10,311
42,LightSalmon,9,208
31,Khaki,1,56
48,Navy,8,211
33,RosyBrown,9,41
34,SlateBlue,0,303
36,SpringGreen,1,285
40,Salmon,1,171
38,Silver,2,134
50,WhiteSmoke,1,88
37,PapayaWhip,4,155
49,DarkSeaGreen,7,182
46,Ivory,5,108
45,Moccasin,10,264
33,LightSteelBlue,1,354
48,Maroon,0,397
42,DarkViolet,8,89
48,ForestGreen,0,173
48,DarkMagenta,10,297
37,Peru,3,246
31,MediumOrchid,9,336
50,DodgerBlue,3,138
47,OldLace,4,180
32,White,10,286
33,BlanchedAlmond,7,198
36,Aqua,5,146
50,Silver,3,355
31,OrangeRed,0,0
46,Peru,4,169
45,GoldenRod,10,30
42,MediumTurquoise,1,124
42,Magenta,4,306
50,Chocolate,7,231
45,FloralWhite,3,24
34,LightGoldenRodYellow,3,198
35,Snow,5,145
46,Ivory,6,101
42,Aqua,2,307
41,Beige,1,376
34,MidnightBlue,2,147
34,MediumBlue,1,300
30,Tan,5,7
43,BlueViolet,1,63
30,LightGray,10,116
50,LightCoral,4,66
43,Red,6,92
34,Coral,10,14
36,HoneyDew,2,224
46,WhiteSmoke,3,123
35,MediumSpringGreen,7,282
35,LightGreen,2,261
47,LightGoldenRodYellow,7,160
34,SeaGreen,3,59
48,SandyBrown,10,77
37,Maroon,8,34
44,Silver,0,367
34,LightSlateGray,2,119
37,DarkSeaGreen,9,87
46,MediumVioletRed,2,117
48,GreenYellow,9,6
47,MistyRose,9,272
37,DarkViolet,5,124
45,Yellow,0,197
39,Snow,2,264
35,DarkRed,9,96
31,Violet,10,182
39,Lavender,10,254
35,DarkSlateGray,4,105
33,DimGray,4,82
42,SeaShell,10,41
49,Yellow,10,366
50,DarkOrchid,2,259
34,FloralWhite,2,173
31,RoyalBlue,4,313
40,White,7,344
43,PaleGreen,2,215
46,LawnGreen,3,363
43,Gray,4,111
31,LightGreen,4,338
46,LawnGreen,8,179
34,DarkSeaGreen,7,278
46,LightSteelBlue,9,347
42,DarkTurquoise,5,175
41,Fuchsia,7,295
40,Olive,9,242
45,HotPink,3,70
30,IndianRed,2,5
36,LimeGreen,6,272
37,SkyBlue,4,178
38,BlanchedAlmond,6,203
36,IndianRed,5,243
48,PaleGoldenRod,6,280
39,HoneyDew,8,260
42,OliveDrab,10,144
37,Purple,6,277
49,Maroon,3,165
38,Red,8,67
37,LightBlue,7,13
48,PowderBlue,6,89
34,SteelBlue,0,319
50,SandyBrown,3,153
37,DarkKhaki,4,121
32,DarkMagenta,2,14
44,Azure,5,161
44,AntiqueWhite,3,52
49,MediumAquaMarine,2,286
34,Silver,9,227
40,RoyalBlue,10,348
49,Maroon,9,85
36,DarkGoldenRod,9,1
41,Cyan,0,33
38,DeepSkyBlue,4,345
42,Aquamarine,2,146
42,IndianRed,8,277
37,Indigo,2,21
39,Blue,2,73
32,SaddleBrown,0,139
36,Teal,6,15
50,SteelBlue,9,109
32,DeepSkyBlue,3,83
41,Aquamarine,10,231
34,Yellow,8,175
35,MediumSpringGreen,9,127
40,HoneyDew,9,21
48,AliceBlue,10,52
31,DarkKhaki,10,345
47,Silver,6,213
44,Navy,1,60
32,Linen,3,351
40,Turquoise,5,112
34,LemonChiffon,7,293
31,AliceBlue,8,232
44,FireBrick,2,197
45,Aquamarine,6,171
49,Ivory,4,187
46,Fuchsia,2,306
40,Fuchsia,3,335
46,Linen,10,197
38,Yellow,4,229
36,LightGreen,0,198
49,DarkTurquoise,5,288
33,Orange,6,150
37,AntiqueWhite,2,386
34,LawnGreen,0,5
50,Tomato,9,354
39,OldLace,0,291
45,SandyBrown,0,362
33,SteelBlue,3,58
49,Indigo,1,217
41,FloralWhite,9,294
35,Indigo,10,342
40,SlateBlue,10,284
49,NavajoWhite,2,265
39,LavenderBlush,10,15
33,DeepSkyBlue,0,329
46,AntiqueWhite,9,312
33,Green,7,3
33,LimeGreen,1,372
32,CadetBlue,1,165
31,Orchid,7,312
39,Teal,7,231
37,Wheat,5,373
50,SaddleBrown,10,54
43,DeepSkyBlue,6,7
44,SeaShell,1,94
32,DarkCyan,7,11
35,DarkCyan,8,144
38,BlueViolet,10,160
50,MidnightBlue,5,202
49,DarkKhaki,4,42
39,Peru,4,399
49,Turquoise,10,321
36,Sienna,10,9
30,ForestGreen,3,283
43,SlateGray,8,385
49,LawnGreen,8,313
37,DarkRed,9,48
43,Cornsilk,7,2
31,DarkTurquoise,6,73
41,DarkOrange,7,15
32,Olive,10,255
31,SkyBlue,8,188
35,LimeGreen,8,334
48,MediumOrchid,7,265
46,CornflowerBlue,5,160
37,Gray,1,225
32,SlateBlue,1,342
34,LightGreen,3,63
40,AliceBlue,8,312
40,LightGray,0,127
47,ForestGreen,7,10
48,SeaShell,8,69
34,HotPink,8,310
46,MediumSpringGreen,9,257
32,Indigo,9,346
35,SkyBlue,5,125
34,MintCream,10,235
34,MediumTurquoise,5,377
44,LightBlue,3,254
41,DarkViolet,8,65
40,Orchid,4,66
30,MediumVioletRed,2,7
43,Wheat,5,245
33,Fuchsia,6,373
48,PaleGreen,6,132
50,LightGoldenRodYellow,10,234
40,Khaki,0,125
44,RosyBrown,0,335
33,OldLace,3,288
48,DarkOliveGreen,8,390
47,Purple,4,383
45,DarkViolet,10,283
48,DarkOliveGreen,10,174
44,DarkBlue,10,63
45,LemonChiffon,10,189
31,BlanchedAlmond,1,350
40,MediumAquaMarine,5,300
43,OldLace,5,138
37,Azure,2,309
39,OliveDrab,8,395
36,PaleGreen,6,78
44,WhiteSmoke,5,5
30,DarkGoldenRod,9,365
45,Ivory,4,162
34,Lime,2,35
30,MistyRose,3,123
35,PowderBlue,8,153
38,OliveDrab,0,214
33,Gold,5,209
44,Purple,3,2
42,Blue,2,185
47,GhostWhite,4,205
47,GreenYellow,2,365
49,PowderBlue,3,357
31,LightGreen,1,205
40,Tan,5,231
50,Indigo,0,262
41,AntiqueWhite,5,121
34,Yellow,0,393
50,Purple,2,388
37,Beige,6,106
33,DarkRed,2,71
41,DeepPink,8,116
34,Lime,1,395
43,DarkOrchid,6,369
39,Crimson,2,2
50,Cyan,0,52
30,SaddleBrown,1,96
43,SlateBlue,6,1
40,CadetBlue,6,378
44,Plum,2,30
39,LightGray,6,22
37,Ivory,2,160
50,WhiteSmoke,2,194
30,Linen,0,16
32,Red,4,79
38,LightSeaGreen,7,264
42,DarkOrchid,6,138
35,Navy,6,142
32,DarkViolet,6,284
47,PowderBlue,5,8
47,Cyan,10,123
43,DarkGoldenRod,8,39
40,SlateGray,8,391
36,ForestGreen,1,347
49,DarkMagenta,1,123
32,DarkGoldenRod,10,240
47,OldLace,4,201
45,NavajoWhite,0,99
31,RosyBrown,9,50
39,MediumVioletRed,8,239
37,GhostWhite,6,396
38,Snow,3,272
42,Gold,7,290
50,Snow,0,388
38,Crimson,0,287
35,Green,3,0
48,LightSkyBlue,7,255
40,Gray,0,125
43,MediumOrchid,4,368
31,Khaki,0,253
37,YellowGreen,1,367
50,Linen,9,167
41,Lavender,0,244
34,Turquoise,8,89
40,Turquoise,2,162
35,Plum,8,377
42,PaleGreen,10,14
38,SpringGreen,4,252
49,DarkSlateBlue,5,194
33,OliveDrab,7,311
34,DarkOrange,2,255
32,MediumBlue,7,27
34,LightPink,3,359
47,Gray,10,101
30,MediumSpringGreen,10,271
43,AliceBlue,2,188
30,DarkOrchid,2,268
40,Aqua,2,34
46,SteelBlue,0,313
47,MediumOrchid,7,389
37,Orchid,7,154
48,DodgerBlue,7,23
32,OliveDrab,6,45
35,OrangeRed,4,264
33,Thistle,5,334
32,DarkRed,3,174
39,DeepSkyBlue,0,390
50,MediumSlateBlue,7,199
43,PowderBlue,3,348
32,SeaGreen,0,118
41,Orange,0,380
32,Beige,8,265
47,LightSteelBlue,5,64
47,Salmon,9,149
45,DarkSalmon,9,359
34,OldLace,6,188
42,Gray,4,83
39,SeaGreen,4,303
36,MediumAquaMarine,4,63
44,LightGray,1,347
50,GhostWhite,10,343
45,Gold,4,398
33,AntiqueWhite,7,100
42,Chocolate,10,294
44,LavenderBlush,7,70
31,Gold,4,360
40,DarkOliveGreen,6,219
33,PaleGreen,7,80
44,OldLace,7,179
30,PeachPuff,1,16
33,DarkSlateGray,5,253
44,DarkViolet,10,188
50,Gainsboro,3,20
41,Tan,0,275
33,WhiteSmoke,5,215
44,DarkKhaki,2,306
41,LightGray,8,113
36,OldLace,5,332
49,Orange,0,263
35,GhostWhite,7,204
43,DarkCyan,3,153
43,Olive,0,231
30,NavajoWhite,5,141
30,Fuchsia,0,4
35,DodgerBlue,6,95
50,LightCyan,6,196
35,Lime,3,242
43,Magenta,6,200
39,LightPink,6,27
33,DarkOrange,4,300
39,SkyBlue,3,213
46,GreenYellow,9,195
38,Cyan,1,20
39,DarkTurquoise,7,267
37,CornflowerBlue,10,370
31,FireBrick,8,19
33,LightYellow,8,158
47,Azure,9,289
47,AliceBlue,5,30
41,Chartreuse,6,176
44,LightYellow,3,79
49,LightSalmon,10,167
37,Khaki,0,35
47,DarkGreen,8,360
45,MidnightBlue,5,121
45,Red,0,82
30,Yellow,9,277
34,SkyBlue,9,360
49,DarkRed,8,279
37,Ivory,3,358
42,LightSalmon,4,195
32,LightGoldenRodYellow,10,266
31,Gainsboro,1,208
39,OrangeRed,1,50
39,PapayaWhip,3,211
38,Turquoise,5,39
37,Peru,6,288
34,DarkMagenta,4,72
46,BlueViolet,3,51
42,LightSeaGreen,5,390
30,Yellow,4,96
32,LemonChiffon,10,220
44,Brown,4,342
41,HoneyDew,10,355
41,FireBrick,1,368
41,BlueViolet,0,122
46,MediumOrchid,2,323
46,MediumAquaMarine,7,192
31,Crimson,5,252
33,GoldenRod,3,38
34,White,8,253
45,MediumSpringGreen,5,308
43,SpringGreen,8,63
41,White,8,307
31,ForestGreen,9,285
41,SeaShell,6,287
44,GoldenRod,9,309
38,Blue,9,68
50,HoneyDew,5,186
